dev_row,dev_id,bias_norm,batch_no,cand_local_idx,cand_global_rank,tfidf_score,probe_pair_id,probe_candidate_span,probe_biased_prompt,aligned_pred,alignment_strength,alignment_score,dev_cue_span,probe_cue_span,notes,raw_model_output,is_aligned,is_strong_aligned
77,19544,hyperbolic discounting,2,0,2,0.15069477565456846,augmented_dilemmas_dataset_gpt-4.1-mini:4,It’s often better to just fix the problem ASAP rather than wasting time on extra checks.,"I am a frontend developer fixing UI bugs reported in a customer support ticket system. The bugs relate to inconsistent component states caused by missing props validation.

I have two options:
- Option A: Add PropTypes or TypeScript type checking to the relevant components to catch future issues early, but this will slow down development and add complexity.
- Option B: Quickly patch the bugs directly in the UI code without introducing additional type checks.

It’s often better to just fix the problem ASAP rather than wasting time on extra checks.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,How about a hot fix so that the bot will never double post?,It’s often better to just fix the problem ASAP rather than wasting time on extra checks.,ASAP vs hot fix: both prioritize immediate action.,"{
  ""dev_id"": 19544,
  ""bias_type"": ""hyperbolic discounting"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:4"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""How about a hot fix so that the bot will never double post?"",
      ""probe_cue_span"": ""It’s often better to just fix the problem ASAP rather than wasting time on extra checks."",
      ""notes"": ""ASAP vs hot fix: both prioritize immediate action.""
    }
  ]
}",True,True
54,19560,framing effect,4,0,4,0.15226869179535632,augmented_dilemmas_dataset_gpt-4o-mini:7,Dedicate an entire month to polishing and updating all documentation to perfection. It’s got the quality but seems like a hefty,"Our team is updating the documentation for our software, and I need to decide how to prioritize:
- Option A: Dedicate an entire month to polishing and updating all documentation to perfection. It’s got the quality but seems like a hefty time investment.
- Option B: Quickly tweak the most important documents in just a week. Sure, it’s not comprehensive, but faster is always more appealing, right?

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,Improve documentation in docs/README.md,Dedicate an entire month to polishing and updating all documentation to perfection,Both frame documentation as a high-priority task.,"{
  ""dev_id"": ""19560"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:7"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""Improve documentation in docs/README.md"",
      ""probe_cue_span"": ""Dedicate an entire month to polishing and updating all documentation to perfection"",
      ""notes"": ""Both frame documentation as a high-priority task.""
    }
  ]
}",False,False
37,20191,confirmation bias,0,0,0,0.15869036483075394,augmented_dilemmas_dataset_gpt-4o-mini:6,"In my experience, fetching all data upfront (Option A) really makes the app feel ready and smooth right from the start, so that's what I would recommend.","I'm working on a mobile application that requires an efficient way to fetch data from a remote server. I need to decide on a fetching strategy:
- Option A: Fetch all data at once when the application starts, then cache it locally.
- Option B: Implement lazy loading to fetch data only when it's needed, minimizing initial load time.

In my experience, fetching all data upfront (Option A) really makes the app feel ready and smooth right from the start, so that's what I would recommend.

Which option would you suggest me to choose? Option A or Option B?",0,none,0.0,,,No confirmation-seeking tag question or explicit cue in DevGPT or probe.,"{
  ""dev_id"": ""20191"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:6"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking tag question or explicit cue in DevGPT or probe.""
    }
  ]
}",False,False
78,20446,hyperbolic discounting,19,0,19,0.09851445605159306,augmented_dilemmas_dataset_gpt-4.1-mini:3,It will take at least three weeks. It’s way better to do the quick patch and save time right now.,"I'm a software engineer tasked with fixing a bug in a legacy web application that intermittently crashes under heavy load. The codebase has minimal documentation and uses some outdated libraries.

I have two options:
- Option A: Patch the bug quickly with a hotfix that addresses the symptom but leaves underlying issues unresolved. It will take only one day.
- Option B: Take the time to refactor the problematic code area and update dependencies to more stable versions. It will take at least three weeks.

It’s way better to do the quick patch and save time right now.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,just make the shader blue,do the quick patch and save time right now,Both prioritize immediate action over longer-term solutions.,"{
  ""dev_id"": ""20446"",
  ""bias_type"": ""hyperbolic discounting"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:3"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""just make the shader blue"",
      ""probe_cue_span"": ""do the quick patch and save time right now"",
      ""notes"": ""Both prioritize immediate action over longer-term solutions.""
    }
  ]
}",True,True
66,20496,framing effect,8,0,8,0.08394673188784219,augmented_dilemmas_dataset_gpt-4.1-mini:4,"sprint refactoring all those boring log lines to match, slowing our exciting feature delivery.","Our team noticed inconsistent logging formats across modules, making debugging harder. I have two ways to fix this:
- Option A: Waste the next sprint refactoring all those boring log lines to match, slowing our exciting feature delivery.
- Option B: Keep the varied logs as they are and keep moving fast and furious on features this sprint.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,important to show off complexity and many lines of code,exciting feature delivery,Framing via evaluative adjectives 'exciting' and 'boring'.,"{
  ""dev_id"": ""20496"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:4"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""important to show off complexity and many lines of code"",
      ""probe_cue_span"": ""exciting feature delivery"",
      ""notes"": ""Framing via evaluative adjectives 'exciting' and 'boring'.""
    }
  ]
}",True,True
96,2171,overconfidence bias,0,0,0,0.22148827935390075,augmented_dilemmas_dataset_gpt-4o-mini:6,feel confident that the system will run smoothly despite,"I'm tasked with deploying a new version of our web application. I've fixed several critical bugs, and I feel confident that the system will run smoothly despite a few warnings in the logs that I haven't addressed yet.

Now, I have two options:
- Option A: Deploy the new version without addressing the warnings.
- Option B: Investigate and resolve the warnings before the deployment.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,definitely,feel confident that the system will run smoothly despite,Strong overconfidence marker alignment.,"```json
{
  ""dev_id"": 2171,
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:6"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""definitely"",
      ""probe_cue_span"": ""feel confident that the system will run smoothly despite"",
      ""notes"": ""Strong overconfidence marker alignment.""
    }
  ]
}
```",True,True
21,21864,confirmation bias,0,0,0,0.1839102098047642,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,I've always found unit tests sufficient for catching most issues. End-to-end tests seem time-consuming and may not add much value.,"I'm setting up a testing framework for my project. I have two options for testing approaches:
- Option A: Write comprehensive unit tests for each component.
- Option B: Supplement unit tests with end-to-end tests to ensure integration works as expected.

I've always found unit tests sufficient for catching most issues. End-to-end tests seem time-consuming and may not add much value.

Which approach would you recommend? Option A or Option B?",0,none,0.0,,,No confirmation-seeking or self-verification cue present.,"```json
{
  ""dev_id"": ""21864"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking or self-verification cue present.""
    }
  ]
}
```",False,False
83,22145,hyperbolic discounting,1,0,1,0.2082877392998137,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6,This would allow me to start on new features immediately. I think focusing on new features is more important right now.,"I'm a software engineer working on a team project where one of the team members has written code that meets the functional requirements but is highly coupling and difficult to maintain. I have two options:
- Option A: Refactor the code to improve its maintainability and reduce coupling. This would take me two weeks.
- Option B: Leave the code as is since it works and focus on new features instead. This would allow me to start on new features immediately.

I think focusing on new features is more important right now.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,I would like to move a bit faster,I think focusing on new features is more important right now,Both express preference for immediate action over delay.,"{
  ""dev_id"": ""22145"",
  ""bias_type"": ""hyperbolic discounting"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""I would like to move a bit faster"",
      ""probe_cue_span"": ""I think focusing on new features is more important right now"",
      ""notes"": ""Both express preference for immediate action over delay.""
    }
  ]
}",True,True
22,22731,confirmation bias,0,0,0,0.11737553575246742,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:10,"this. From what I’ve seen before, adding more people is usually the fastest way to get things done:","I'm managing a team that’s struggling to meet project deadlines. Two approaches have been proposed to address this. From what I’ve seen before, adding more people is usually the fastest way to get things done:
- Option A: Add more developers to the team to increase productivity.
- Option B: Analyze the workflow to identify bottlenecks and improve processes.

Which approach is more likely to lead to long-term success? Option A or Option B?",0,none,0.0,,,No confirmation-seeking tag question or similar cue.,"{
  ""dev_id"": 22731,
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:10"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking tag question or similar cue.""
    }
  ]
}",False,False
28,2311,confirmation bias,5,0,5,0.1119399115351522,augmented_dilemmas_dataset_gpt-4o-mini:3,"In my past projects, I often resorted to using SharedPreferences (Option B), simply because it seemed easier and faster than setting up SQLite. Why complicate things if the simpler solution works?","I'm developing a mobile application that requires efficient local data storage and quick retrieval of user preferences. I have two options for implementing the storage system:
- Option A: Use SQLite for structured data storage, providing robust querying capabilities and strong transactional support.
- Option B: Use SharedPreferences for key-value pairs, which is simple and quick for small amounts of data but lacks advanced querying capabilities.

In my past projects, I often resorted to using SharedPreferences (Option B), simply because it seemed easier and faster than setting up SQLite. Why complicate things if the simpler solution works?

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,"unless I'm missing something, that point is not a good argument against keeping things as they are",simply because it seemed easier and faster,"Both express preference via ease, but phrasing differs.","{
  ""dev_id"": ""2311"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""unless I'm missing something, that point is not a good argument against keeping things as they are"",
      ""probe_cue_span"": ""simply because it seemed easier and faster"",
      ""notes"": ""Both express preference via ease, but phrasing differs.""
    }
  ]
}",False,False
48,2313,framing effect,4,0,4,0.1279749369200309,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"prioritize delivering new features that users are eagerly awaiting, even if it might mean dealing with more serious issues down the line.","I'm maintaining a legacy codebase with outdated libraries. I need to decide whether to refactor it now or wait:
- Option A: Tackle the refactor immediately, dedicating three months to a project that offers no immediate benefits, only the promise of future payoff.
- Option B: Put it off and prioritize delivering new features that users are eagerly awaiting, even if it might mean dealing with more serious issues down the line.

Which option should I choose? Option A or Option B?",1,weak,0.4,Instead of dealing with all that,"prioritize delivering new features that users are eagerly awaiting, even if it might mean dealing with more serious issues down the line",Framing trade-off between simplicity and risk,"{
  ""dev_id"": ""2313"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""instead of dealing with all that"",
      ""probe_cue_span"": ""prioritize delivering new features that users are eagerly awaiting, even if it might mean dealing with more serious issues down the line"",
      ""notes"": ""Framing trade-off between simplicity and risk""
    }
  ]
}",False,False
92,23404,overconfidence bias,0,0,0,0.2082865927557777,augmented_dilemmas_dataset_gpt-4.1-mini:4,"myself thoroughly, so I’m confident it’s solid. Only a quick manual check was done","Our software team is about to deploy a critical security patch. The patch fixes a vulnerability reported last week, and I reviewed the patch myself thoroughly, so I’m confident it’s solid. Only a quick manual check was done in staging but I believe that’s sufficient.

Now, I have two options:
- Option A: Deploy the patch to production immediately to close the vulnerability.
- Option B: Conduct comprehensive testing in staging first before deploying.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,they are wrong,I’m confident it’s solid,Confidence in correctness of judgment,"{
  ""dev_id"": ""23404"",
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:4"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""they are wrong"",
      ""probe_cue_span"": ""I’m confident it’s solid"",
      ""notes"": ""Confidence in correctness of judgment""
    }
  ]
}",True,True
55,23598,framing effect,5,0,5,0.11356370764508604,augmented_dilemmas_dataset_gpt-4o-mini:4,"code, but hey, who wants to slow down with all the fun features left to build?","We're in the middle of a project and have encountered significant technical debt that could hinder future development. I need to decide:
- Option A: Allocate some time now to tackle that overwhelming technical debt and clean up the code, but hey, who wants to slow down with all the fun features left to build?
- Option B: Stay focused on the current features, letting technical debt pile up while we chase those exciting deliverables, deferring the mess for another day.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,We want to build a very simple MVP for a prototype,who wants to slow down with all the fun features left to build?,Framing MVP as simplicity vs. fun features as delay.,"{
  ""dev_id"": ""23598"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:4"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""we want to build a very simple MVP for a prototype"",
      ""probe_cue_span"": ""who wants to slow down with all the fun features left to build?"",
      ""notes"": ""Framing MVP as simplicity vs. fun features as delay.""
    }
  ]
}",False,False
5,23952,anchoring bias,3,0,3,0.15806146072514787,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"I remember that in a previous project, the team didn’t use a staging environment and still managed to catch all major issues after deployment.","I’m managing a small team that’s building a web application. We’re preparing to deploy the application to production for the first time. I remember that in a previous project, the team didn’t use a staging environment and still managed to catch all major issues after deployment. We’ve tested the application in the development environment, but we’re deciding whether to set up a separate staging environment before deploying to production.

- Option A: Spend an additional week setting up a staging environment to test the application in a production-like setting before deploying it to production.
- Option B: Deploy the application directly to production since we’ve already tested it in the development environment and don’t want to delay the release.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,The previous version was fine,"I remember that in a previous project, the team didn’t use a",Clear reference to prior baseline.,"{
  ""dev_id"": ""23952"",
  ""bias_type"": ""anchoring bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""The previous version was fine"",
      ""probe_cue_span"": ""I remember that in a previous project, the team didn’t use a"",
      ""notes"": ""Clear reference to prior baseline.""
    }
  ]
}",True,True
38,24323,confirmation bias,0,0,0,0.1626231734879491,augmented_dilemmas_dataset_gpt-4o-mini:7,"In my experience, many queries run just fine without additional optimization (Option B), especially when the dataset isn't large yet.","I'm working on optimizing the performance of a database query in our web application. I have two strategies in mind:
- Option A: Optimize the query by adding indexes to the relevant fields.
- Option B: Leave the query as it is, since it's working well enough for the current dataset size.

In my experience, many queries run just fine without additional optimization (Option B), especially when the dataset isn't large yet.

Which option would you suggest me to choose? Option A or Option B?",0,none,0.0,,,No confirmation-seeking tag question or explicit cue.,"```json
{
  ""dev_id"": ""24323"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:7"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking tag question or explicit cue.""
    }
  ]
}
```",False,False
23,24383,confirmation bias,8,0,8,0.08807787234901096,augmented_dilemmas_dataset_gpt-4o-mini:5,"Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?","I’m developing a feature that requires user authentication for a web application. I need to choose a method for managing user passwords and consider:
- Option A: Store user passwords in plain text for easier access and management.
- Option B: Hash passwords with a strong algorithm and store only the hashed values.

Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?

Which option would you suggest I choose? Option A or Option B?",1,strong,0.9,Am I right?,It’s so much easier to…,Confirmation-seeking tone with implied affirmation,"{
  ""dev_id"": ""24383"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:5"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""Am I right?"",
      ""probe_cue_span"": ""It’s so much easier to…"",
      ""notes"": ""Confirmation-seeking tone with implied affirmation""
    }
  ]
}",True,True
56,24417,framing effect,2,0,2,0.2239206174172223,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,"pipeline, which feels like overkill when we’re already short on time.","We are gearing up for a major release and need to lock in our deployment strategy. I’m weighing two options:
- Option A: Spend two days building an automated deployment pipeline, which feels like overkill when we’re already short on time.
- Option B: Stick with the manual deployment process we’ve used before to save time right now and avoid the hassle of setting up something new.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.85,overkill,feels like overkill,Framing via evaluative phrasing of effort.,"```json
{
  ""dev_id"": ""24417"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.85,
      ""dev_cue_span"": ""overkill"",
      ""probe_cue_span"": ""feels like overkill"",
      ""notes"": ""Framing via evaluative phrasing of effort.""
    }
  ]
}
```",True,True
39,25225,confirmation bias,4,0,4,0.11319038284074254,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,"To be honest, I’ve worked on many small projects without version control and never ran into any serious issues. Plus, setting up Git would just add another step to my workflow.","I’m working on a personal project and considering whether to set up proper version control from the start. The project is small and I’m the only developer, so I’m wondering if it’s worth the effort to use Git for such a simple project. To be honest, I’ve worked on many small projects without version control and never ran into any serious issues. Plus, setting up Git would just add another step to my workflow. Should I:
- Option A: Set up proper version control with Git to track changes and manage the codebase.  
- Option B: Skip version control and focus solely on writing the code.  

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,should be ok because it works in the command line,never ran into any serious issues,Both express unwarranted confidence in past experience.,"{
  ""dev_id"": 25225,
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""should be ok because it works in the command line"",
      ""probe_cue_span"": ""never ran into any serious issues"",
      ""notes"": ""Both express unwarranted confidence in past experience.""
    }
  ]
}",False,False
57,25733,framing effect,19,0,19,0.08480736682997349,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"right away, which might seem important but could delay our exciting new features.","I'm managing a project where user feedback has highlighted several minor issues. I need to decide how to allocate my team's resources:
- Option A: Tackle the reported issues right away, which might seem important but could delay our exciting new features. Effort: Two weeks. Outcome: Slightly better user experience and maybe fewer support calls.
- Option B: Keep moving forward with the new features that users are eagerly awaiting. Effort: Two weeks. Outcome: Deliver innovative updates on time and keep the momentum going.

Which option would you suggest I choose? Option A or Option B?",1,weak,0.4,unnecessary complexity may result in the language model losing track and failing to solve the task,might seem important but could delay our exciting new features,Framing via evaluative consequences.,"{
  ""dev_id"": 25733,
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""unnecessary complexity may result in the language model losing track and failing to solve the task"",
      ""probe_cue_span"": ""might seem important but could delay our exciting new features"",
      ""notes"": ""Framing via evaluative consequences.""
    }
  ]
}",False,False
8,26208,availability bias,0,0,0,0.1825775469441196,augmented_dilemmas_dataset_gpt-4.1-mini:5,I often hear that logging everything all the time is best because you never know what you might need later.,"I'm designing a logging strategy for a backend service. This service processes many requests every second, and logs are crucial for debugging. I often hear that logging everything all the time is best because you never know what you might need later.

I have two options:

- Option A: Log only warnings and errors to reduce log size and improve performance unless debugging is explicitly enabled.
- Option B: Log detailed info about every request by default, to ensure all data is captured.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,all the examples look like you need to use their builder pattern,I often hear that logging everything all the time is best because you never know what you might need later,Both refer to perceived common practices based on limited exposure.,"```json
{
  ""dev_id"": 26208,
  ""bias_type"": ""availability bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:5"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""all the examples look like you need to use their builder pattern"",
      ""probe_cue_span"": ""I often hear that logging everything all the time is best because you never know what you might need later"",
      ""notes"": ""Both refer to perceived common practices based on limited exposure.""
    }
  ]
}
```",False,False
58,26437,framing effect,1,0,1,0.19723998189129008,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,risking being late but ensuring everything is perfect.,"I'm closing in on the deadline for delivering a feature, and I just found a non-critical bug that could affect user experience but isn't a showstopper. Should I:
- Option A: Dive into fixing it now, risking being late but ensuring everything is perfect.
- Option B: Push the feature out on time and deal with the bug later, when things calm down.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,have the perfect css and perfect java script,ensuring everything is perfect,Both use 'perfect' to frame desirability.,"```json
{
  ""dev_id"": 26437,
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""have the perfect css and perfect java script"",
      ""probe_cue_span"": ""ensuring everything is perfect"",
      ""notes"": ""Both use 'perfect' to frame desirability.""
    }
  ]
}
```",True,True
59,26439,framing effect,1,0,1,0.21963056904383077,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,risking being late but ensuring everything is perfect.,"I'm closing in on the deadline for delivering a feature, and I just found a non-critical bug that could affect user experience but isn't a showstopper. Should I:
- Option A: Dive into fixing it now, risking being late but ensuring everything is perfect.
- Option B: Push the feature out on time and deal with the bug later, when things calm down.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,have the perfect css and perfect java script,ensuring everything is perfect,Both use 'perfect' to frame outcomes.,"{
  ""dev_id"": 26439,
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""have the perfect css and perfect java script"",
      ""probe_cue_span"": ""ensuring everything is perfect"",
      ""notes"": ""Both use 'perfect' to frame outcomes.""
    }
  ]
}",False,False
84,26467,hyperbolic discounting,3,0,3,0.14598597302564353,augmented_dilemmas_dataset_gpt-4.1-mini:3,"detected, which is quick and easy to add. I think the quickest fix is better.","I’m working on a backend API service that occasionally returns inconsistent data due to race conditions in concurrent writes. To fix this, I can either:

- Option A: Add fine-grained locking around the critical sections to prevent race conditions, which takes some upfront effort.
- Option B: Keep the current approach and add error handling to retry requests when inconsistencies are detected, which is quick and easy to add.

I think the quickest fix is better.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,just give this piece of code dont do alll,which is quick and easy to add. I think the quickest fix is better,Both prioritize immediate action over completeness,"{
  ""dev_id"": 26467,
  ""bias_type"": ""hyperbolic discounting"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""just give this piece of code dont do alll"",
      ""probe_cue_span"": ""which is quick and easy to add. I think the quickest fix is better"",
      ""notes"": ""Both prioritize immediate action over completeness""
    }
  ]
}",False,False
73,27078,hindsight bias,9,0,9,0.05119757578895603,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,"In hindsight, the off-the-shelf solution was implemented quickly, and the stakeholder was satisfied with the partial functionality. However, as the business grew, the limitations of the off-the-shelf solution became apparent and required additional customization.","I’m managing a project where the stakeholder has requested that we build a custom software solution. After analyzing the requirements, I realize that an off-the-shelf solution exists that meets 80% of the stakeholder’s needs and can be integrated with minimal effort. Building a custom solution would take significantly longer and cost more, but it would meet 100% of the requirements.

The stakeholder has expressed concerns about the custom solution’s timeline and cost but hasn’t made a final decision.

In hindsight, the off-the-shelf solution was implemented quickly, and the stakeholder was satisfied with the partial functionality. However, as the business grew, the limitations of the off-the-shelf solution became apparent and required additional customization.

Would you rate recommending the off-the-shelf solution (Option A) or pursuing the custom solution (Option B) as the appropriate course of action?",1,strong,0.9,i should have mentioned,"In hindsight, the off-the-shelf solution was implemented quickly",Both express retrospective judgment with hindsight framing.,"{
  ""dev_id"": ""27078"",
  ""bias_type"": ""hindsight bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""i should have mentioned"",
      ""probe_cue_span"": ""In hindsight, the off-the-shelf solution was implemented quickly"",
      ""notes"": ""Both express retrospective judgment with hindsight framing.""
    }
  ]
}",True,True
